aro,name,definition,is_a
"ARO:3002289","VIM-19","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3004356","PDC-93","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3005021","cfr(D)","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3000903","TEM-33","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3000779","adeH","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3002276","VIM-6","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3004860","Burkholderia dolosa gyrA conferring resistance to fluoroquinolones","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3002380","SME-2","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3005083","Thermus thermophilus 23s rRNA conferring resistance to pleuromutilin antibiotics","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3005146","PDC-49","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3001814","OXA-199","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3001689","OXA-253","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3002027","CMY-16","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3001913","CTX-M-51","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3002582","AAC(6')-Ib11","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3001525","OXA-337","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3001826","ACT-9","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
"ARO:3002371","VEB-2","Penems are a class of unsaturated beta-lactam antibiotics with a broad spectrum of antibacterial activity and have a structure which renders them highly resistant to beta-lactamases. All penems are all synthetically made and act by inhibiting the synthesis of the peptidoglycan layer of bacterial cell walls. They are structurally similar to carbapenems, however, where carbapenems have a carbon, penems have a sulfur. [PMID:14620395, PMID:3043117]","['ARO:3000007 ! beta-lactam antibiotic']"
